id,argument,label,set
72,a lack of voting leads to a situation were their isn't fair representation in parliament.,1.0,train
73,a language that does not include gender takes away from the personality of people.,0.663691256,train
74,a larger group of people can often offer more value with power in numbers. there is more value to a large group with more ideas and more manpower.,0.744154915,train
75,a legal organ trade would boost the availability of transplant organs and save lives,0.91692616,train
76,"a legalised organ trade would dramatically improve the stock of transplant organs, saving lives.",1.0,train
77,"a legalised organ trade would increase the amount of stock available for medical procedures, and allow the procedure to become safer and more regulated.",1.0,train
78,"a legalised trade would disproportionately harm those from poorer economic backgrounds, legitimising the huge medical risks involved.",0.790330746,train
79,"A legalized market would exploit the poor who, as a result of financial problems, would be the ones most likely to sell their organs.",1.0,train
80,a lifestyle that does not hurt others should be legal,0.461355421,train
81,a lot more work and research could get done if we abandoned television.,0.766087264,train
82,"a lot of gender neutral language assumes the male version of the word as the newly accepted neutral word. this doesn’t make it neutral, just assumes the male is best.",0.56094296,train
83,"a lot of naturopaths suggest things without scientific backing, which may harm the patient.",1.0,train
84,a lot of the criminals fit a specific ethnicity so for security purposes and saving lives police should be allowed to racially profile in exchange for a little bit of suffering,0.811590203,train
85,a lot of times the physical and emotional after effects of cosmetic surgery defeat the main purpose of getting the surgery.,1.0,train
86,"a lot of times, people who homeschool aren't qualified to teach all the subjects needed for a high school  diploma.",1.0,train
87,a lot of what they do is dangerous including opposing vaccines.,0.835787168,train
88,a lot of woman who prostitute themselves were sexually assaulted themselves so it may be better to have better options.,0.636189985,train
89,a low turn out means that the elected government does not represent the true wishes of the country. making voting compulsory would mean that an elected government had a true mandate.,1.0,train
90,a majority of students are unable to pay for the high cost of attending college,1.0,train
91,"a man or woman has the right to do what they wish with their body, and if they choose to sell it for sex, the government should not interfere.",1.0,train
92,a mandatory retirement age allows employers to be able to bring fresh talent into their workforce,0.5928569579999999,train
93,"A mandatory retirement age ensures that at least some positions open up in a given profession on a predictable basis, allowing younger workers to enter as older workers exit",0.907162426,train
94,a mandatory retirement age helps employers regularly refresh the workforce with fresh talent,0.517058292,train
95,a man's place is in the workforce to provide for his family.  why should anyone else have to pay for that guy's family just because he doesn't want to go to work?,0.495053967,train
96,"a marriage is a piece of paper, nothing more.",0.639853145,train
97,A miniature arms race between missile defense developers and missile developers creates an arms race that costs a massive amount to any state with either industry.,0.599073311,train
98,a minor does not have the mental and emotional development needed to make decisions that have long term effects,0.979063676,train
99,a minor is in no way responsible enough to make the decision of getting cosmetic surgery.  you see too many kids doing it because they want to look like a pop idol fad.  it is dangerous.,0.848459328,train
100,a minor is not old enough to make decisions on something that will change them forever,1.0,train
101,a minor is still growing so any cosmetic surgery may well result in a less than desirable result when they are fully grown.,0.853299985,train
102,a minor should be allowed to under go cosmetic surgery if it would improve how they see themselves and help their confidence.  such things would follow them into adulthood in a positive manner.,0.946942126,train
103,a minor should have control over their own body,0.5617355079999999,train
104,a mistake could cause permanent disfigurement of a person,0.897362826,train
105,"a modern society espousing gender equality has a duty to subsidize stay-at-home dads, just as it would support mothers - this both improves womens' career prospects, and fathers' emotional bonding.",1.0,train
106,a mulit-party system is needed because there are more opinions than just democrat and repulblican,0.8423559559999999,train
107,"a multi party system allows far better choices for the diverse population, meaning they can find someone to vote for that they truly believe in and participate in a democracy better",1.0,train
108,a multi party system allows for a larger group of qualified individuals,0.59626369,train
109,a multi party system creates chaos by giving too many choices to the people,0.903183785,train
110,a multi party system does not always help things. what is to say we get multiple bad choices and we have to end up choosing the lesser of two evils?,0.855504545,train
111,a multi party system ensures that everyone’s viewpoint can be represented and taken into account rather than only a minority.,1.0,train
112,a multi party system helps ensure all people are represented and that no one party or faction becomes too strong. multi party systems are more equitable at all levels and not all in favor of one group.,1.0,train
113,"a multi party system is too volatile, there's no stability and no consistency",0.956774768,train
114,A multi party system might be too confusing because there would be too many candidates with too many opinions and would be hard to vote.,0.858611343,train
115,a multi party system will help us choose the best person for the job.,0.920955683,train
116,a multi party system will lead to the rise of fringe groups that do not represent the will of the people.,0.875516265,train
117,a multi party system would bring many new & fresh ideas into the forefront,1.0,train
118,a multi party system would ensure more people get their viewpoint taken into account.,1.0,train
119,"a multi party system would represent all those that voted, not just those that voted for one party so a fairer system of governance would be in place.",0.969549714,train
120,a multi party system would spend more time arguing than resolving problems and wouldn’t be beneficial.,0.834587451,train
121,a multi party sytem is not in agreement with the constitution.,0.629491034,train
122,a multi-oart system allows for more options and candidates that are more in line with certain populations as not everyone has the same political views.,0.8615242670000001,train
123,"a multi-oarty system can decrease the votes of a specific candidate, making the votes misappropriated.",0.226248768,train
124,a multi-party ensures that all people and voices are heard and represented.,0.972829744,train
125,a multi-party is essential to allow for democracy and prevent autocratic regimes coming to power.,0.882314075,train
126,a multi-party system allows a greater freedom of choice for voters to express their democratic right to vote for policies they would like to implimented.,0.88108555,train
127,a multi-party system allows a greater number of views to be heard.,1.0,train
128,a multi-party system allows a number of parties to enter government and is a benchmark of democracy.,1.0,train
129,a multi-party system allows all political parties to be represented for all people,1.0,train
130,a multi-party system allows for a broad range of ideas to be heard and implemented.,1.0,train
131,"a multi-party system allows for a much more diverse spectrum of options for an individual to find the right party to vote for, to really represent them",1.0,train
132,a multi-party system allows for diverse thinking and a larger choice for the people,1.0,train
133,A multi-party system allows for greater choice in whom to vote for.  It allows each citizen to vote for the party that best fits their beliefs and represents their ideology.,1.0,train
134,a multi-party system allows for greater freedom of choice and expression of opinion,0.84015815,train
135,"a multi-party system allows for greater freedom of choice, as a greater number of major parties would cover more ideological viewpoints.",1.0,train
136,a multi-party system allows for greater freedom of expression for the electorate and reduces the need to vote for who you disagree with the least,1.0,train
137,a multi-party system allows for more choices to address the views and issues of the people that multi candidates provide.,1.0,train
138,"a multi-party system allows for more ideas, more candidates, more voters turning out.",1.0,train
139,a multi-party system allows for more unqualified people to get into the race,1.0,train
140,a multi-party system allows for more views and ideals to be represented.,1.0,train
141,a multi-party system allows for the airing of more viewpoints and would require politicians to build coalitions and compromise in order to get things accomplished.,1.0,train
142,a multi-party system allows for the people to choose between sets of ideas they want to govern the country.,1.0,train
143,A multi-party system allows open and constructive criticism of the ruling government and prevents tyranny.,1.0,train
144,a multi-party system as this will ensure that all policies are agreed upon and not forced through by a small majority. it will also ensure that a wider section of beliefs and opinions is represented.,0.937324626,train
145,a multiparty system blurs the citizenship of a vision and model of country. we should not adopt a multiparty system because it would waste valuable time to agree,0.757334863,train
146,a multi-party system brings diversity to the political realm which helps people better decide where there vote should go,0.890813007,train
147,a multi-party system can bring continued bickering and endless in-fighting to a system of government that should be as simple as 'obey the law'.,0.75626388,train
148,a multi-party system can increase the views of the people and allow for more choices.,0.8613891929999999,train
149,a multi-party system can open the door to getting poor leaders out of office and creating change.,0.881290551,train
150,a multi-party system can result of the election of someone who is supported by a small number of citizens,0.612015482,train
151,a multi-party system could add more complexity and create situations where issues become impossible to resolve.,0.944463172,train
152,a multi-party system could be very beneficial as it would allow for more opinions and more choices.,1.0,train
153,a multi-party system could cause too much in fighting between groups that should be cooperating.,1.0,train
154,a multiparty system could increase political bureaucracy,0.971598521,train
155,a multi-party system could lead to more situations where a majority is not reached. this means that it could be harder to push policies through.,0.78422583,train
156,a multi-party system could make it harder for decisions to be made as more opinions will complicate things.,0.8768064090000001,train
157,a multi-party system could mean that it is more difficult to agree on any answers as  it is more likely that there will not be a majority on issues.,0.910027661,train
158,a multi-party system creates chaos.  more is not merrier in this type of case.,0.756093157,train
159,a multi-party system enables the people to have more of a say in what happens in their country.,0.875781695,train
160,a multi-party system encourages innovation and new ideas.,1.0,train
161,a multi-party system encourages parties with different political views to work together and discourages polarising adversarial politics,0.978030505,train
162,a multi-party system encourages weak and unstable coalition governments that are unable to pursue radical change,0.7437767759999999,train
163,"a multi-party system ensures that voters have the chance to elect politicians that most closely align with their believes, lessening the chance that they have to compromise on things they feel are important.",0.7046297659999999,train
164,a multi-party system is clearly good for democracy. allowing opposing groups to work through their differences and give choice to the population in government elections.,0.899417949,train
165,a multi-party system is enshrined in democracy. anyone should have his ideology and choose the party of his choice,0.7829961790000001,train
166,a multi-party system is great in that it provides voters with many different candidates with different views and ideas,1.0,train
167,A multiparty system is less likely to cater to extremists who are now only represented by small extreme parties rather than larger parties.,0.783167638,train
168,A multiparty system is less likely to have gridlock because there are more parties that are willing to compromise.,1.0,train
169,a multiparty system is more representative of the will of the people,1.0,train
170,A multi-party system is more responsive to a change or shift in public opinion.,0.873679164,train
171,"a multi-party system is the fairest representation of all political viewpoints, and would increase the electorate's engagement with politics in general.",1.0,train
172,"a multi-party system is the most democratic system available, since it gives recognition to a broader canvas of viewpoints.",0.8856117370000001,train
173,a multi-party system lacks stability and costs huge amounts to run as many parties all campaign for their voice to be heard,0.8765132959999999,train
174,a multi-party system leads to disorganization and chaos.,0.937835138,train
175,a multi-party system leads to too much division and there may never be an overall consensus,0.953416314,train
176,a multi-party system leads to unstable goverment and does not reflect the will of the people accurately,0.887521165,train
177,a multi-party system lets many views on important topics to be heard,1.0,train
178,a multi-party system makes it much more difficult to collaborate on ideas.,0.736990795,train
179,a multi-party system makes sure more ideas are included.,0.869150183,train
180,a multi-party system makes sure that one political party doesn't hold all the power.,1.0,train
181,a multi-party system maximizes choice which would encourage greater voter participation.,1.0,train
182,a multi-party system means that more opinions will be heard and people will get a greater choice of who to vote for.,0.909258961,train
183,a multi-party system might allow for more and more diverse candidates to come to the forefront of each election.,1.0,train
184,a multi-party system muddies the waters with too many ideas,0.477760689,train
185,a multi-party system never works because at the end of the day each party is out for themselves and don't work in the best interest of the people being represented.,0.95171883,train
186,"a multi-party system offers too many options and decreases the election voting for one candidate, spreading out the votes over too many options.",0.886849138,train
187,a multi-party system only makes it harder to choose a presidential candidate,0.60916301,train
188,A multi-party system prevents the leadership of a single party from setting policy without challenge.,1.0,train
189,a multi-party system provides more choices to insure that the people have representation for their various beliefs beyond a simple two or single-party system.,1.0,train
190,A multiparty system reduces tactical voting (voting for a particular person or political party in order to prevent someone else from winning).,0.958045716,train
191,a multi-party system results in so many different platforms that there is no cohesion and nothing gets accomplished.,0.742411176,train
192,"a multi-party system spreads votes out to thin,so as one leader can be victorious even though they did not receive the majority of the peoples' votes.",0.578222849,train
193,a multi-party system weakens speed of decision making and ensures no progress is made so we should not adopt it.,0.916078897,train
194,a multi-party system will allow for more exchange of ideas and better development of our government.,1.0,train
195,a multi-party system will create confusion and deadlock.,0.687066512,train
196,"a multi-party system will give more people with differing ideas, an opportunity to run for office",0.8303710609999999,train
197,a multi-party system will help to ensure that more political agendas will be given the chance to represent the people,0.8563282870000001,train
198,a multi-party system will just cause more arguments and political strongholds in our government.,0.7794767420000001,train
199,a multi-party system will lack real leadership and will mean that policies often end up being diluted or not passed at all as a majority can not be reached.,0.8625599690000001,train
200,a multi-party system will lead to a better diversity of viewpoints in government.,1.0,train
201,A multi-party system will make it so that everyone in the country is represented well.,1.0,train
202,a multi-party system will require large quantities of money that could better be used elsewhere,0.7869083440000001,train
203,a multi-party system will simply lead to legislative gridlock and nothing will get accomplished.,0.945412809,train
204,a multi-party system will split the country even more.,0.702589116,train
205,a multi-party system would allow more people to have their ideas represented.,1.0,train
206,a multi-party system would allow more views to be heard and more complex debates.,1.0,train
207,a multi-party system would be beneficial as more than one political view in government would ensure a fairer outcome.,1.0,train
208,a multi-party system would be divisive at a time when we need to pursue common interests.,1.0,train
209,a multi-party system would be more representative of the public will.,0.9058203,train
210,a multiparty system would be more representative of the will of the people,0.969150329,train
211,a multi-party system would be too confusing,0.685444085,train
212,a multiparty system would be too decentralized,0.864336177,train
213,a multi-party system would breath new life into a system currently dominated by same people and ideas,0.639523366,train
214,"a multi-party system would bring a fairer balance to government, not leading to one extreme of politics or the other.",1.0,train
215,A multi-party system would bring in a lot more choice of representation for the people living in the country.,1.0,train
216,a multi-party system would bring more choices for people to speak up and vote.,0.87019792,train
217,A multi-party system would cause more confusion than there already is in the country and cause government to be even less effective.,0.935406128,train
218,a multi-party system would ensure that there is an equal distribution of ideas in the political venue.,0.91347634,train
219,a multi-party system would give more groups the chance to have their political voices heard,1.0,train
220,a multi-party system would give voters more choices and even out the playing field.,0.866140045,train
221,a multi-party system would help bring new ideas,0.866668164,train
222,a multi-party system would help create more options for voters.,1.0,train
223,"a multi-party system would improve the democratic process by giving more traditionally marginalised views representation, and therefore improve peoples' motivation for voting.",1.0,train
224,a multi-party system would introduce new ideas,0.894703,train
225,"a multi-party system would lead to invalid elections, with no one winning the majority of votes, thus no one wins",0.881089748,train
226,A multi-party system would never get anything done as it would be nearly impossible for all of them to come into agreement about anything.,0.76275425,train
227,a multi-party system would only lead to in fighting and less getting done.,0.797689263,train
228,"a multi-party system would pollute the polls.  there would be too many options, meaning none would get the full vote they deserve or need.",0.817690101,train
229,A multiparty system would require a complete overhaul of our democratic system.,0.872383127,train
230,a multi-party system would ruin the country.,0.491597239,train
231,a multi-party would not work in some countries where there is a monarchy and we should not interfere with stable regimes or try to impose our ideas on others.,0.880123458,train
232,a mult-party system makes it too confusing for voters to pick candidates if they each have good platforms,0.7097545940000001,train
233,a new system would bring new life and create options,0.461168863,train
234,a nuclear free world would ensure humanities survival,0.696947013,train
235,"a nuclear war would kill everyone and everything on the whole planet, the whole human race would be wiped out, there is no way we would ever come back.",0.766533208,train
236,a one party system is a dictatorship.  russia under communism was a one party system. all people must follow the governments position without an opposing view.,0.732322008,train
237,"a parent is suppose to love a child no matter they are male or female, the natural way of determination, and sex selection makes children commodities instead of miracles.",0.66292921,train
238,a parent knows best what is good for their kid,0.586731199,train
239,a parent knows their child better than anyone else and can personalize their teaching to that childs personality,0.886297916,train
240,"A patient should be able to decide when they have had enough ""care"".",0.604158949,train
241,a person could be tempted to commit a crime they would not otherwise have done if faced with entrapment practices.,0.8263429729999999,train
242,a person has a right to state his opinion about how he feels about his country,0.8697536840000001,train
243,a person has the right to choose cosmetic surgery if they want to and they should not be prevented from doing so.,0.751026656,train
244,"a person has the right to end their suffering and if somebody takes pity on them and chooses to help, that person should not be punished.",0.890631196,train
245,"A person has to earn money in order support himself/herself. For some, there are no viable alternatives to prostitution. Arresting someone for just trying to survive is unjust.",0.6740882159999999,train
246,a person is either male or female unless born hermaphrodite so pandering to people who have decided to be gender-neutral is another example of the world gone mad.,0.34463345100000004,train
247,a person needs to be able to choose to work as long as they are well enough to do so.,0.863383353,train
248,"a person or business has a right to profit or use their own invention, idea, process etc without fearing someone stealing it.",0.871600783,train
249,a person should be able to bear arms to protect themselves and anyone around them,0.398813273,train
250,a person should be able to choose if they want to remain a virgin without persecution.,0.570609946,train
251,a person should be able to choose who they want to spend their life with,0.51149119,train
252,a person should be allowed to choose a natural approach to curing their disease.  especially one that has existed since the 1700's.,0.731694313,train
253,a person should be allowed to choose what happens to their bodies,0.911951651,train
254,a person should decide what to do with their bodies not the government. if they desire to seek alternative medicine they should be free to do so,0.8318588509999999,train
255,a person should have the dignity to choose how they die,0.921720042,train
256,a person should have the right to be able to choose if they want to live or die,0.616712147,train
257,a person should have the right to die on their own terms,0.864893545,train
258,"a person should not be forced into having to live their lives suffering, when death is already enevitable",0.6276024729999999,train
259,a person uses his imagination and hard work to write as book or music.  they should be able to benefit from their work.  it should not be in the public domain.,1.0,train
260,a person who does a great job deserves to get extra income,0.440552536,train
261,"a person who is terminally ill and suffering should be given the right to end his suffering, under medical supervision.",0.8110387029999999,train
262,a person who receives a vocational education earns less over his or her lifetime than someone with a college degree.,0.465574198,train
263,a person's education should be the responsibility of themselves,0.661939315,train
264,a persons identity is based on their gender and it should be acknowledged or it could prove offensive.,0.390906011,train
265,a person's value should not be based on a number.  just because you reach a certain age does not mean you do not want or need to work.  mandatory retirement hurts elderly workers.,0.8149076690000001,train
266,a piece of paper does not keep people together,0.541369958,train
267,a poll shows that more than 90% of the people are in support of a multi-party system in the usa.,0.728512315,train
268,a priest chooses to make a vow to god to be celibate.  he is not forced.  if he chooses to become a priest he makes this vow.  we should not try to take this away from becoming a priest.,0.650541542,train
269,a prisoner camp should be based in the us so it can be fully governed by american laws.,0.567800111,train
270,"a probable history of criminal activity is not evidence that it has taken place, and entrapment is by definition encouraging criminal activity, perhaps where none would otherwise take place.",0.92193974,train
271,a range of opinions may be better than  facts.,0.392286786,train
272,a research carried out on a selected group of unmarried and divorced women found out that they preferred a lone life than an abusive marriage.,0.528664846,train
273,a safe space does not permit discussion on anything that might inform uneducated people why their views are wrong,0.8921679440000001,train
274,a safe space is a great place for youth to hang out so that they are not in dangerous places.,0.645593292,train
275,a safe space is only necessary if students aren't taught proper behavior,0.456152001,train
276,a safe space might mean the difference between coping and not coping with mental health.,0.615490144,train
277,"a sick person should be allowed to try anything they want, long as it's legal, that claims it will help them with their ailment.",0.8308699,train
278,a single judge cannot be granted free rein to bypass laws borne from democratic process,0.876359875,train
279,a society should help the most vulnerable of us,0.378825477,train
280,a society shouldn't be responsible for the decisions of an individual,0.805914164,train
281,a song or writing are works of art and their creators should benefit from  them,0.6866930170000001,train
282,A state that outlaws murder cannot then turn around and murder prisoners in the name of the law. It is perverse and unjust.,0.741187872,train
283,a stay at home dad does so by choice. taxpayers shouldn't be forced to pay for other people's expenses because someone decided they didn't want to get a job.,0.924105642,train
284,a student does not have the resources to pay for the high cost of college,0.7655909359999999,train
285,a student loan is a loan that the person chose to take out.  there's no reason to offer a subsidy for them any more than any other type of loan.,0.7338828079999999,train
286,"a study comparing more than 22,000 former foster children with their age-matched peers found that the former group had  higher risk of  suicide attempts, risk of psychiatric disorders, and excess risks for psychosis and depression",1.0,train
287,"A surgeon would never agree to operate on a really young child or when it's dangerous, so the only kid's getting cosmetic surgery are those who are in their late teens and understand the outcomes.",0.4348100620000001,train
288,a surrogate carrying a baby could try to keep it since they gave birth to it.,0.613191308,train
289,a surrogate will often choose to carry a child for someone else if they are unable to get work,0.463984971,train
290,a system of compulsory voting would mean that politicians would have to consider the needs of the whole electorate rather than just those who turn out to vote,0.914438032,train
291,A system that fires the competent along with the incompetent solely because of age is irrational and cruel,0.7566768209999999,train
292,a talented child should be able to pursue their dreams and help make a story come to life.,0.734683823,train
293,"a teen's body sometimes causes great distress, such as small breasts, exacerbated by bullying, teasing etc so cosmetic surgery could relieve large amounts of stress and unhappiness from some teenager's lives",0.656898482,train
294,a telemarketing ban violates the first amendment rights of the telemarketer.,0.8198216909999999,train
295,A terrorist group with a nuclear weapon could cause immense and immediate damage and devastation.,1.0,train
296,A truly healthy and loving relationship can only develop in a monogamous relationship.,0.590797641,train
297,a two party system provides discussion on different viewpoints,0.520030474,train
298,a two-party system has served us well for years; why change what has worked?,0.736529549,train
299,a very high percentage of crashes are caused by distracted or drunk driving and with machines they can't be distracted or drunk,0.724949625,train
300,"a view could be taken that where there is over population of whales, whaling could be beneficial to the eco system.",0.953560599,train
301,"a vow of celibacy does nothing but cause issues inside religious groups, such as that of young boys and priests.",0.8394434679999999,train
302,a vow of celibacy is a difficult vow to keep and as such proves a real dedication. it should be up to an individual to decide if this is how they wish to show their beliefs.,0.8203172470000001,train
303,a vow of celibacy is an archaic stricture that limits the freedoms of priests and harms their relationship with the world as they are less relatable to normal people and are suppressing their natural drives.,1.0,train
304,a vow of celibacy is an individuals right as it affects no one but that person that makes the vow.,0.680475333,train
305,a vow of celibacy is necessary to the clergy so they can focus every bit of their lives to the church and to god without human distractions.,0.787214236,train
306,a vow of celibacy is so outdated it has no place in modern society,0.8524494709999999,train
307,a vow of celibacy only causes mental anguish and harm to a person,0.8202220109999999,train
308,a vow of celibacy strengthens a persons character and beliefs.,0.923477951,train
309,a well informed population is always better for the voting process and democracy. forcing populations to vote undermines the well of free people and should not be adopted.,0.75253655,train
310,"A woman can and should decide on her own what to do with her body, and how she would like to use it. It's not the business of the government.",0.7257403659999999,train
311,a woman giving birth to someone else's child will cause that child to grow up and not understand who their mother is.   it can lead to major depression and a very unhealthy lifestyle.,0.901183309,train
312,a woman should be free to use her body how she sees fit to make money,0.59525446,train
313,a woman should have the right to sell her body in any way she deems acceptable.,0.7957011829999999,train
314,a woman should have the right to use her body however she wants to support herself.,1.0,train
315,a woman that is okay with selling her body is going to do it anyway so might as well make it legal.,0.707295715,train
316,a woman's body is her choice and this includes the decision to assist couples in having a child.,0.980004597,train
317,A woman's body is her own and banning prostitution is just another way for the men in powerful positions to control our bodies.,0.872779559,train
318,A worker should not be forced to retire if he feels he can still adequately produce for his employer.,0.936995958,train
319,"a year ago i did a survey in the school referring to this topic, and 25% of people tend to suffer this, it would be a good reason to legalize it because i reiterate we must all be happy.",0.057788792,train
320,"a zoo brings animals to the people to see, learn and appreciate.  most zoos are in large cities where children do not get to see wildlife.  zoos help in the appreciation by people of all the species.",0.8003322429999999,train
321,a zoo is a safe place for animals who lost their homes and are not able to care for themselves,0.844799889,train
322,a zoo provides care for animals that are separated from their families,0.830527397,train
323,a zoo takes an animal out of its natural environment and puts it in a cage.  it is not allowed to roam or to catch prey.  animals should be allowed to live in the places where they have existed not a cage.,0.888527845,train
324,a zoo's whole business model is take animals from their natural habitats and exploit them for money,0.911454702,train
325,abandon marriage is wrong by so many means and violate our connection with god.,0.21741686,train
326,abandoning marriage allows for people to grow as themselves without the weight of a relationship,1.0,train
327,Abandoning marriage means no ugly divorce battle if things don't work out.,0.332464012,train
328,"abandoning television would encourage people to do other more beneficial activies such as reading, socialising, being outdoors and otherwise healthier pursuits.",1.0,train
329,abandoning television would make people have to get up and get exercise.,0.836727587,train
